,Hotel_Name,Reviewer_Nationality,Review_Date,Reviewer_Score
283093,Olivia Balmes Hotel, United Kingdom ,9/16/2016,9.2
291604,Hotel Sans Souci Wien, South Korea ,4/13/2016,5.0
285347,Catalonia Plaza Catalunya, Australia ,6/21/2017,9.6
152158,Castille Paris Starhotels Collezione, Philippines ,6/5/2016,10.0
365972,BEST WESTERN PLUS Amedia Wien, Czech Republic ,9/13/2015,7.5
229648,Kingsway Hall Hotel, United Kingdom ,4/10/2017,7.1
61150,St Paul s Hotel, Italy ,5/26/2016,9.6
502458,Boutique Hotel Notting Hill, Turkey ,5/22/2017,8.8
464152,The May Fair Hotel, United Arab Emirates ,1/1/2016,8.8
227324,Best Western Palm Hotel, United Kingdom ,9/13/2015,9.6
382976,Mercure Amsterdam Sloterdijk Station, United Kingdom ,1/7/2017,9.2
93442,The Montcalm Marble Arch, Oman ,11/30/2015,5.4
72412,Park Avenue Baker Street, Italy ,2/10/2017,9.2
378714,Leonardo Hotel Vienna, Serbia ,6/28/2016,6.7
466192,Amba Hotel Charing Cross, Sweden ,10/8/2015,8.8
100043,Mercure Paris Centre Tour Eiffel, India ,12/19/2016,6.7
219825,citizenM London Shoreditch, United Kingdom ,2/11/2017,8.8
311204,Best Western Premier Hotel Couture, Russia ,3/8/2017,9.2
417389,The Langham London, Brunei ,7/21/2017,9.2
91180,The Trafalgar Hilton, Denmark ,4/30/2017,5.0
379728,Golden Tulip Amsterdam West, United Kingdom ,6/29/2017,10.0
159762,Hotel Saint Petersbourg Opera, United States of America ,7/27/2016,10.0
25566,Doubletree by Hilton London Kensington, United States of America ,8/20/2015,10.0
463675,The May Fair Hotel, United Kingdom ,2/21/2016,9.6
36379,Novotel London Waterloo, Austria ,4/15/2017,5.0
328754,Sunotel Central, United Kingdom ,8/25/2016,9.2
169665,Hilton London Olympia, United Kingdom ,12/7/2015,7.1
460134,Ramada Apollo Amsterdam Centre, United Kingdom ,3/23/2016,8.8
441317,Copthorne Tara Hotel London Kensington, United Kingdom ,2/17/2017,9.6
46356,Radisson Blu Edwardian Grafton, France ,3/10/2017,7.9
274481,Urban Lodge Hotel, Israel ,5/21/2017,7.9
219644,citizenM London Shoreditch, United Kingdom ,6/25/2017,9.6
228529,The Piccadilly London West End, United Kingdom ,5/22/2017,5.0
289417,Hotel ViennArt am Museumsquartier, United Kingdom ,7/28/2016,8.8
102518,NH London Kensington, Switzerland ,11/2/2015,10.0
478319,UNA Hotel Mediterraneo, Turkey ,7/29/2017,7.9
248472,Club Quarters Hotel Trafalgar Square, United Kingdom ,9/23/2015,6.3
99806,Mercure Paris Centre Tour Eiffel, India ,3/20/2016,3.8
29231,Thistle Kensington Gardens, United Kingdom ,11/3/2016,6.7
379305,JUFA Hotel Wien, Romania ,12/7/2016,8.3
139440,Holiday Inn London Camden Lock, United Kingdom ,6/27/2016,10.0
447019,Hotel de France Wien, Netherlands ,7/1/2017,9.6
438644,Radisson Blu Hotel Amsterdam, Australia ,4/20/2016,10.0
323943,Hotel Okura Amsterdam, India ,12/20/2015,5.4
364071,Corus Hotel Hyde Park, United Kingdom ,3/16/2017,10.0
36970,Park International Hotel, United Kingdom ,6/6/2016,3.8
129560,Forest Hill Paris la Villette, Indonesia ,10/14/2015,7.5
341359,Banks Mansion All Inclusive Hotel, United Kingdom ,12/6/2016,9.2
271669,Apollo Hotel Amsterdam, Romania ,12/4/2016,10.0
313475,Bilderberg Garden Hotel, United Kingdom ,10/18/2016,8.8
491065,Starhotels Ritz, United Kingdom ,6/10/2017,7.5
131892,Bloomsbury Palace Hotel, United Kingdom ,3/13/2016,7.9
417605,The Langham London, United Arab Emirates ,6/10/2017,8.8
53434,London Marriott Hotel Kensington, United States of America ,7/26/2016,9.2
392928,Exe Vienna, Georgia ,11/20/2015,10.0
17278,Intercontinental London The O2, United Kingdom ,3/27/2016,10.0
360258,Hotel 1898, Japan ,1/31/2017,10.0
59936,Clayton Crown Hotel London, United Kingdom ,4/28/2017,7.9
330896,Acta Atrium Palace, Ireland ,12/11/2016,9.6
138099,South Place Hotel, United Kingdom ,12/6/2016,8.3
92477,Park Lane Mews Hotel, United Kingdom ,12/24/2015,5.8
393439,Luxury Suites Amsterdam, Ireland ,6/3/2016,10.0
296135,Thistle Euston, United Kingdom ,4/19/2016,8.3
413358,H10 Urquinaona Plaza, Bulgaria ,7/7/2017,7.5
408664,Best Western Plus Hotel Galles, Canada ,3/1/2017,7.1
103972,The Academy, United Kingdom ,9/28/2016,5.0
321811,DoubleTree By Hilton London Excel, United Kingdom ,5/25/2016,10.0
78746,The Rockwell, Australia ,11/15/2016,7.9
89025,H tel Regina, Iran ,7/10/2016,9.2
482893,NH Milano Grand Hotel Verdi, China ,9/13/2015,7.1
131103,Bloomsbury Palace Hotel, United Kingdom ,9/15/2016,4.6
328698,Sunotel Central, United Kingdom ,12/14/2016,7.5
261631,DoubleTree by Hilton London West End, Singapore ,11/14/2016,7.5
61970,The Bloomsbury Hotel, Philippines ,10/23/2016,7.5
210135,BEST WESTERN Maitrise Hotel Maida Vale, United Kingdom ,7/2/2016,3.8
307744,Park Plaza Victoria Amsterdam, United States of America ,3/3/2017,8.8
269442,Hampshire Hotel Rembrandt Square Amsterdam, United Kingdom ,10/9/2016,7.5
123647,Mayflower Hotel Apartments, United Kingdom ,5/31/2016,7.9
431705,Hotel mbit Barcelona, Malaysia ,9/10/2015,8.3
90968,Hotel Louis 2, Ukraine ,5/8/2017,7.5
365735,Eurostars Embassy, Romania ,7/2/2017,9.6
395020,Sall s Hotel Pere IV, United Kingdom ,3/25/2017,7.5
308824,Swiss tel Amsterdam, South Africa ,8/7/2016,5.4
44858,The Chamberlain, United States of America ,5/3/2017,10.0
140355,DoubleTree by Hilton London Westminster, Gibraltar ,1/4/2017,9.6
331275,Acta Atrium Palace, Australia ,9/17/2015,9.2
229171,R Kipling by Happyculture, United Kingdom ,3/1/2016,9.6
476806,Four Seasons Hotel Milano, Switzerland ,5/3/2016,9.6
309916,Jaz Amsterdam, Slovakia ,5/29/2017,10.0
455971,WestCord Art Hotel Amsterdam 4 stars, United Kingdom ,7/12/2017,10.0
111953,Hilton London Metropole, Brunei ,7/11/2017,5.8
514947,Holiday Inn London Kensington, United Kingdom ,4/6/2016,10.0
44134,Mercure London Bloomsbury Hotel, United Kingdom ,11/28/2016,9.2
300968,Holiday Inn London Bloomsbury, United Kingdom ,7/10/2017,9.6
284314,Megaro Hotel, United Kingdom ,3/12/2016,10.0
263166,Holiday Inn London Kensington Forum, United Kingdom ,4/19/2017,7.5
168225,Strand Palace Hotel, United Kingdom ,11/5/2015,7.5
492457,AC Hotel Milano a Marriott Lifestyle Hotel, United Kingdom ,4/13/2016,10.0
260637,Holiday Inn Paris Saint Germain des Pr s, Croatia ,4/26/2017,8.8
504804,Park Plaza Westminster Bridge London, Latvia ,10/17/2016,7.1
54490,The Montague On The Gardens, Australia ,6/22/2017,10.0
355023,Ozo Hotel, Belgium ,1/2/2016,10.0
501134,NH Danube City, Hungary ,1/24/2016,8.8
337481,Hilton London Green Park, United Kingdom ,12/1/2015,6.3
42278,London Marriott Hotel Regents Park, United Kingdom ,5/3/2017,9.2
264183,Radisson Blu Edwardian Kenilworth, Ireland ,8/16/2016,5.0
108707,London Marriott Hotel West India Quay, United Kingdom ,4/17/2016,9.2
475069,Best Western Plus Hotel Felice Casati, Canada ,10/24/2016,8.3
142766,Blakemore Hyde Park, Israel ,1/2/2016,8.3
238019,DoubleTree by Hilton Hotel London Tower of London, United Kingdom ,12/19/2016,9.2
400961,Royal Passeig de Gracia, Spain ,7/13/2016,7.5
462901,The Savoy, United Kingdom ,1/10/2017,8.3
505667,Park Plaza Westminster Bridge London, Canada ,10/13/2015,9.6
163412,United Lodge Hotel and Apartments, Norway ,5/29/2016,5.4
56842,DoubleTree by Hilton London Hyde Park, United Kingdom ,10/29/2016,6.7
166486,Strand Palace Hotel, United Kingdom ,1/30/2017,9.6
79927,Best Western The Boltons Hotel London Kensington, Belgium ,7/20/2017,8.3
108735,London Marriott Hotel West India Quay, United Kingdom ,3/19/2016,5.4
475881,Idea Hotel Milano San Siro, Austria ,11/10/2016,2.5
158643,The Chesterfield Mayfair, United Kingdom ,9/20/2015,7.5
409784,Hotel Michelangelo, South Korea ,9/30/2016,6.7
244989,Shaftesbury Metropolis London Hyde Park, Nigeria ,3/5/2016,7.1
158338,Georgian House Hotel, Hong Kong ,8/29/2016,10.0
275071,Novotel Wien City, United Arab Emirates ,7/17/2017,6.3
359134,Der Wilhelmshof, United Kingdom ,5/28/2016,8.8
395358,Hampton by Hilton Amsterdam Centre East, United Kingdom ,7/27/2016,2.5
82353,Best Western Premier Op ra Opal, United Kingdom ,9/19/2016,10.0
158435,Best Western Tour Eiffel Invalides, Spain ,1/4/2017,7.5
125124,DoubleTree by Hilton London Docklands Riverside, United Kingdom ,9/10/2016,5.0
73391,Malmaison London, United Kingdom ,8/1/2016,10.0
193675,Canary Riverside Plaza Hotel, United Kingdom ,8/4/2015,8.8
119945,Club Quarters Hotel St Paul s, Singapore ,8/18/2015,7.9
318450,Holiday Inn London Wembley, United Kingdom ,12/20/2015,10.0
354999,Ozo Hotel, Australia ,3/29/2016,7.5
196799,Best Western Premier Trocadero La Tour, United States of America ,6/15/2016,9.2
472189,TownHouse 33, Greece ,12/3/2015,9.2
381023,Golden Tulip Amsterdam West, United Kingdom ,6/5/2016,8.8
163611,H tel Le Walt, Hong Kong ,8/23/2016,8.8
402190,Claris Hotel Spa GL, United Kingdom ,4/5/2016,10.0
102410,NH London Kensington, United Kingdom ,8/23/2015,8.8
251222,The Belgrave Hotel, United Kingdom ,12/17/2015,8.3
68998,Hilton London Euston, United Kingdom ,8/2/2017,5.8
499947,Hotel Vondel Amsterdam, Italy ,9/7/2015,8.8
321771,DoubleTree By Hilton London Excel, United Kingdom ,7/3/2016,8.8
127825,Park Grand Paddington Court, United States of America ,2/11/2016,8.8
503085,Crowne Plaza London Ealing, United Kingdom ,6/20/2017,9.6
449976,Room Mate Giulia, India ,9/15/2016,10.0
147692,Shangri La Hotel at The Shard London, United Kingdom ,8/18/2016,10.0
148518,Shangri La Hotel at The Shard London, United Kingdom ,11/29/2015,10.0
58733,M by Montcalm Shoreditch London Tech City, United Kingdom ,4/21/2017,8.8
42773,Hilton London Hyde Park, Denmark ,10/29/2015,8.8
419400,art otel Amsterdam, Israel ,10/11/2016,10.0
52574,Hilton London Paddington, United Kingdom ,8/3/2017,6.3
485460,Starhotels Business Palace, Switzerland ,11/4/2015,9.5
383868,DoubleTree by Hilton Hotel Amsterdam NDSM Wharf, United Kingdom ,11/3/2015,5.0
239226,DoubleTree by Hilton Hotel London Tower of London, United Kingdom ,8/19/2015,9.6
85058,Royal Garden Hotel, Nigeria ,1/14/2016,10.0
401724,Hilton Diagonal Mar Barcelona, France ,5/31/2017,6.7
109003,London Marriott Hotel West India Quay, United Kingdom ,5/15/2017,9.2
238886,DoubleTree by Hilton Hotel London Tower of London, United Kingdom ,1/3/2016,10.0
297006,Thistle Euston, United Kingdom ,9/15/2015,8.8
350898,Dutch Design Hotel Artemis, Ireland ,10/23/2016,5.4
37064,Park International Hotel, Chile ,9/24/2015,5.0
214367,Shaftesbury Premier London Paddington, United Kingdom ,8/2/2016,5.8
446860,Hotel de France Wien, United Kingdom ,2/9/2016,10.0
117353,H tel Aiglon Esprit de France, United Kingdom ,12/19/2016,9.2
125258,DoubleTree by Hilton London Docklands Riverside, United Kingdom ,6/26/2016,8.3
513363,Holiday Inn London Kensington, Ireland ,6/23/2016,4.2
341604,Banks Mansion All Inclusive Hotel, United Kingdom ,3/1/2016,9.6
294857,Holiday Inn London Regent s Park, Gibraltar ,6/22/2017,8.8
145196,The Queens Gate Hotel, Finland ,9/4/2016,8.3
313347,Bilderberg Garden Hotel, Croatia ,8/26/2015,8.8
4124,The Principal London, Poland ,1/19/2016,9.2
381101,Golden Tulip Amsterdam West, Ireland ,3/17/2016,7.1
435014,Ayre Hotel Rosell n, United Kingdom ,3/21/2017,8.8
257882,Sydney House Chelsea, Canada ,3/22/2016,9.2
414729,Olivia Plaza Hotel, China ,7/8/2017,7.9
218116,Le Burgundy Paris, United Kingdom ,4/2/2016,7.5
487814,Uptown Palace, United States of America ,10/10/2015,10.0
255689,Best Western Plus Seraphine Hammersmith Hotel, United Kingdom ,5/3/2017,6.3
450281,Hotel Esther a, United Kingdom ,5/26/2017,10.0
104472,Mercure Paris Terminus Nord, Hong Kong ,4/22/2017,6.3
482320,UNA Maison Milano, Ireland ,7/18/2016,10.0
194539,The Whitechapel, Ireland ,2/6/2017,7.9
167012,Strand Palace Hotel, United Kingdom ,8/24/2016,9.2
479849,NH Milano Machiavelli, United States of America ,5/27/2016,9.6
366265,Mercure Grand Hotel Biedermeier Wien, Russia ,12/20/2016,7.5
205713,Residence Henri IV, Japan ,8/12/2016,10.0
69427,Hilton London Euston, United Kingdom ,11/22/2015,5.4
188620,Mercure Paris Opera Grands Boulevards, United Kingdom ,2/13/2017,8.8
466664,Hotel Das Tigra, Thailand ,4/11/2017,9.2
412125,Hotel SB Diagonal Zero Barcelona 4 Sup, United Kingdom ,6/8/2016,9.2
456732,NH City Centre Amsterdam, Belgium ,3/27/2017,8.8
247798,The Grand at Trafalgar Square, United Kingdom ,3/21/2016,5.8
507072,Park Plaza Westminster Bridge London, Saudi Arabia ,8/24/2016,9.6
308062,Park Plaza Victoria Amsterdam, United States of America ,8/3/2016,8.8
2133,The Park Grand London Paddington, Canada ,3/13/2017,7.9
347176,Amadi Panorama Hotel, Australia ,9/14/2015,7.9
258549,Radisson Blu Edwardian Bloomsbury Street, United Kingdom ,2/27/2017,9.2
283063,Olivia Balmes Hotel, Romania ,11/11/2016,9.2
176683,Holiday Inn London West, United Kingdom ,5/8/2016,6.7
254418,Hotel 82 London, Switzerland ,3/10/2017,5.0
216614,Dorsett Shepherds Bush, United Kingdom ,1/18/2017,7.9
495431,Grand Visconti Palace, Saudi Arabia ,5/31/2016,10.0
297068,Thistle Euston, United States of America ,8/19/2015,10.0
487528,Uptown Palace, Lebanon ,3/28/2016,2.5
60034,Clayton Crown Hotel London, United Kingdom ,12/12/2016,8.8
96646,citizenM London Bankside, United Kingdom ,4/21/2016,9.6
194388,L Empire Paris, Maldives ,4/27/2016,7.5
109887,London Hilton on Park Lane, Lebanon ,12/31/2016,8.3
109007,London Marriott Hotel West India Quay, United Kingdom ,5/13/2017,9.6
290199,Amba Hotel Marble Arch, Turkey ,5/5/2017,8.8
299325,Chasse Hotel, United Kingdom ,5/19/2017,10.0
454489,Hilton London Canary Wharf, United Kingdom ,8/11/2016,8.8
319008,H10 Art Gallery 4 Sup, Canada ,6/21/2016,8.3
494197,Bianca Maria Palace Hotel, Sweden ,6/21/2017,8.3
414509,Olivia Plaza Hotel, United Arab Emirates ,12/21/2016,10.0
179704,H tel de Lille, South Korea ,1/19/2017,8.3
156165,Norfolk Towers Paddington, United Kingdom ,5/4/2016,9.2
246155,The Exhibitionist Hotel, United Kingdom ,12/31/2016,8.3
30317,Hilton Paris Opera, United Kingdom ,9/2/2015,9.2
55482,COQ Hotel Paris, United States of America ,2/20/2016,6.7
199696,Hilton London Tower Bridge, Ireland ,6/25/2016,8.8
220435,Hotel Eug ne en Ville, Switzerland ,8/25/2015,6.7
212431,H tel Du Jeu De Paume, United States of America ,6/17/2017,10.0
132416,Hotel Astra Opera Astotel, United Kingdom ,4/29/2017,9.2
44550,Mercure London Bloomsbury Hotel, United Kingdom ,2/9/2016,10.0
288321,Petit Palace Boqueria Garden, United Kingdom ,3/17/2017,10.0
125948,DoubleTree by Hilton London Docklands Riverside, United Kingdom ,3/6/2017,10.0
92814,The Drayton Court Hotel, United Kingdom ,9/20/2016,8.8
429804,K West Hotel Spa, United Kingdom ,8/5/2016,9.2
281765,Hotel SB Icaria Barcelona, Ireland ,10/20/2015,10.0
377231,IntercityHotel Wien, South Korea ,6/21/2016,6.7
30078,Park Plaza Sherlock Holmes London, United Kingdom ,12/8/2015,8.8
302753,Worldhotel Cristoforo Colombo, Italy ,4/4/2016,10.0
480204,Best Western Hotel Ascot, United Kingdom ,11/10/2015,8.8
191215,Millennium Hotel London Mayfair, United Kingdom ,7/20/2016,7.9
75934,Park Plaza London Riverbank, United Kingdom ,8/22/2016,8.3
218268,Hotel Royal Elys es, Poland ,2/18/2016,7.9
241404,Mercure London Bridge, Norway ,12/30/2016,10.0
323693,Hotel Okura Amsterdam, France ,2/16/2016,5.4
322488,DoubleTree By Hilton London Excel, United Kingdom ,8/18/2016,10.0
274478,Urban Lodge Hotel, Ukraine ,5/22/2017,5.0
23495,Pullman London St Pancras, United Kingdom ,8/5/2015,4.6
477015,LaGare Hotel Milano Centrale MGallery by Sofitel, Malaysia ,7/6/2017,7.5
292234,Jumeirah Carlton Tower, France ,11/4/2016,8.8
254397,Hotel 82 London, United Kingdom ,5/1/2017,5.8
39504,Arbor City, United Kingdom ,6/7/2016,9.6
407274,Hotel Mozart, Saudi Arabia ,9/27/2016,7.9
321826,DoubleTree By Hilton London Excel, United Kingdom ,5/17/2016,7.1
109520,London Marriott Hotel West India Quay, India ,4/5/2016,10.0
84159,Mercure London Kensington Hotel, Denmark ,11/28/2016,4.2
190115,The Justin James Hotel, United Kingdom ,5/22/2017,6.3
125787,DoubleTree by Hilton London Docklands Riverside, United Kingdom ,6/24/2017,10.0
138441,Holiday Inn Paris Op ra Grands Boulevards, India ,8/16/2016,9.6
471854,Brunelleschi Hotel, United Kingdom ,4/7/2016,8.3
218449,Hazlitt s, United Kingdom ,4/18/2017,10.0
166648,Strand Palace Hotel, Puerto Rico ,12/22/2016,7.9
407570,Hotel Mozart, United Kingdom ,5/3/2016,9.6
237812,DoubleTree by Hilton Hotel London Tower of London, United Kingdom ,2/21/2017,9.2
478730,Exe Laietana Palace, United Kingdom ,4/2/2016,7.5
393944,Hotel Grums Barcelona, Russia ,5/1/2017,7.5
484174,Hotel Berna, United Arab Emirates ,1/26/2017,9.6
105524,Mercure Paris Terminus Nord, United Kingdom ,4/25/2016,10.0
446186,Hilton Vienna Plaza, Singapore ,4/19/2016,10.0
158277,Georgian House Hotel, United Kingdom ,3/21/2017,10.0
369281,Hampshire Hotel Amsterdam American, United States of America ,11/2/2016,8.8
481294,Hilton Milan, Hong Kong ,4/2/2016,9.2
501453,Mercure Hotel Raphael Wien, United Kingdom ,2/12/2017,6.3
414085,Hotel du Louvre in the Unbound Collection by Hyatt, Canada ,10/2/2015,7.1
177637,Mercure Paris Opera Garnier, United Kingdom ,5/17/2016,8.3
446038,Falkensteiner Hotel Wien Zentrum Schottenfeld, Greece ,7/9/2017,9.6
153176,The Westbridge Hotel, Australia ,11/4/2016,9.6
177958,Grand H tel Du Palais Royal, United States of America ,5/21/2017,10.0
508605,Thistle Trafalgar Square The Royal Trafalgar, United Kingdom ,10/3/2016,8.3
194691,The Whitechapel, Denmark ,1/9/2017,6.7
505058,Park Plaza Westminster Bridge London, United Kingdom ,7/26/2016,6.7
392954,Mercure Hotel Amsterdam West, United Kingdom ,8/1/2017,7.9
268052,Corendon Vitality Hotel Amsterdam, Qatar ,8/6/2015,5.0
271477,Hilton Amsterdam, United Kingdom ,4/26/2016,8.0
406417,Rosa Grand Milano Starhotels Collezione, Isle of Man ,2/28/2017,7.5
335868,Pol Grace Hotel, Belgium ,6/12/2016,8.8
264022,Radisson Blu Edwardian Kenilworth, Sweden ,3/29/2017,8.3
462043,Park Hotel, United Kingdom ,4/9/2016,2.9
239699,Melia Paris Notre Dame, Nigeria ,9/22/2016,6.3
468382,Imperial Riding School Renaissance Vienna Hotel, United States of America ,7/31/2016,9.6
146011,Radisson Blu Edwardian Hampshire, United Kingdom ,5/17/2016,6.7
373464,Expo Hotel Barcelona, United Kingdom ,9/24/2016,4.2
295887,Senator Barcelona Spa Hotel, United Kingdom ,8/27/2015,8.3
155852,Norfolk Towers Paddington, United Kingdom ,3/13/2017,8.3
356708,Great Northern Hotel A Tribute Portfolio Hotel London, United Kingdom ,7/5/2016,10.0
170185,Dorset Square Hotel, United Kingdom ,1/24/2016,10.0
274848,Urban Lodge Hotel, Turkey ,5/1/2016,8.8
332684,Hotel Casa Bonay, Australia ,2/15/2017,10.0
371772,Hotel Kavalier, India ,5/21/2017,7.5
307289,Park Plaza Victoria Amsterdam, Saudi Arabia ,7/21/2016,5.0
11443,Crowne Plaza London Kings Cross, United Kingdom ,4/6/2017,6.7
239758,Hotel Mademoiselle, South Africa ,5/3/2017,7.1
448923,Hotel Capricorno, United States of America ,7/1/2017,10.0
460854,Ramada Apollo Amsterdam Centre, Belgium ,6/14/2016,8.3
270124,Pillows Anna van den Vondel Amsterdam, United States of America ,5/24/2017,8.8
369506,Hampshire Hotel Amsterdam American, United Kingdom ,1/12/2016,7.9
411939,Hotel SB Diagonal Zero Barcelona 4 Sup, Germany ,3/27/2017,7.5
461684,Park Hotel, Romania ,7/5/2016,6.7
258471,Radisson Blu Edwardian Bloomsbury Street, United Kingdom ,7/21/2017,9.2
196257,The Premier Notting Hill, Austria ,7/28/2016,7.9
433377,Catalonia Square 4 Sup, United States of America ,10/18/2015,10.0
295969,Thistle Euston, United Kingdom ,4/23/2017,8.3
